 906 5 -85605664779593
 1290 8 2895537481474571
 1599 3 9749413927720
 1738 2 -1015642654780797
 1785 4 -3454002229112
 1938 2 596996083434907
 1968 5 -6508442882240
 2006 5 148010927544595
 2130 14 8902649401955279
 2170 2 23154905933307
 2184 4 -388282155134336
 2226 7 -4614461259785
 2331 3 36178673358024
 2370 5 80615589850979
 2438 1 -4385729320397
 2470 1 -498155866640333
 2568 2 -748266368759072
 2574 4 124723254108627
 2590 6 -1291380394655609
 2718 4 2311352949049011
 2730 11 -544338003618037
 2730 9 -598792356989
 2740 1 -35250796618048
 2758 7 193528644975343 
 2790 27 312100842385359
 2914 1 -24746574539341
 2970 5 -7783629686541
 3030 8 50122235596283
 3054 2 -269064798198410269
 3066 1 -254643857535941   
 3198 4 -54534921891137    
 3306 3 42551261819675
 3360 17 -5357537080064
 3390 1 3844547874451
 3444 3 209168279187904    
 3476 2 -17504412052053312 
 3486 11 32044852604058407 
 3538 2 -308343282977493  
 3630 12 21165317427419
 3870 21 -78179511999813417
 3894 9 -253517039870201   
 3906 13 -2189441987433
 3914 3 -3709354521277
 3990 27 -281400139351426969              
 3990 3 -64459252245653                   
 3995 1 -11106625123287333 
 4068 2 -108394822207872
 4278 2 15353773474699   
 4290 21 -265855499627561
 4294 4 -13233234456807957 
 4333 2 401151541561128
 4368 8 388282155134336
 4390 3 -99516432764659141
 4434 3 1498044828125123
 4446 1 82827608700699
 4522 2 49969218316851
 4554 11 1006753924179
 4554 15 51136812730539
 4578 6 -226342007398457 
 4590 13 -12708379508337
 4590 17 -1485543984270201
 4590 7 55020147565563
 4596 2 46723629511808
 4602 1 77138950600171
 4650 23 -1444911307339625
 4650 47 119279787104375  
 4719 7 -109524498957368
 4730 11 -4386156984441
 4770 9 -229166997431013
 4774 5 -218576299016629
 4797 4 -263234176048440
 4814 3 -10430602997337
 4830 3 2437884900667
 4845 1 -154171650048533
 4898 2 -3577141348280404569
 4930 3 -53283599946117
 4935 1 -242762843396177
 4970 8 -2817884518157673
 4998 27 -118626083955953
 5073 5 -639819605342168
 5082 16 1248808458823255
 5136 7 748266368759072
 5160 10 -2157215048643968
 5166 1 4619506457763
 5215 1 -2058445206712
 5229 2 44348477019435
 5265 12 -43831221618744
 5334 4 -98993690939737
 5355 14 93258060186024
 5418 5 11481206084811
 5439 9 459603146733416
 5454 11 -880651310254281
 5454 2 -118982305411317
 5454 7 32616715194603
 5475 3 66870526825000
 5478 10 270193158518295367
 5538 12 -1827220692067217
 5566 8 69326027277111
 5586 2 13739521480162219
 5610 16 -212386961348677
 5622 6 296603267908015
 5626 3 -1023944954606793
 5655 8 -9438074238061
 5681 4 -347284548113112
 5730 13 -9437376802033
 5814 18 -16118894252742489
 5838 6 -16249273182325
 5862 8 203054170934863
 5890 7 -14102024054993
 5904 17 175727957820480
 5910 3 -13293622664621
 5982 14 1173723751495943
 6006 15 -1806439626671653
 6018 11 -206561048163193
 6045 1 330725471624488
 6045 5 242317792327112
 6090 15 394811576410931
 6132 6 942063006979520
 6230 6 -463082664973977
 6258 15 18744144028430239
 6258 20 44216406800495
 6346 3 32173304293063
 6355 7 -18325223896229
 6358 3 1716397903168083
 6360 8 8432474854291136
 6369 6 -6151016900728
 6370 2 54414222679747
 6382 1 799914640594807
 6390 7 -240371533852792533
 6405 12 -476983651953061
 6426 16 -37767135120777
 6432 13 -39987658885760
 6435 6 84598709055147
 6450 24 361942185184321375
 6466 1 -22921697149424173
 6486 5 387968714904115
 6510 13 186676460646607
 6510 19 -249765611201
 6510 24 -8704868257513
 6552 25 10483618188627072
 6555 14 -12057465304
 6555 5 2060638676032897864
 6558 9 -460557278487429805
 6594 17 -1344542907961
 6622 2 75826922329243
 6630 15 -288938762351461
 6634 4 -4934542031109
 6666 3 -1669385766421
 6680 2 11430089894304
 6690 1 12996804161467
 6790 5 2734647861807
 6798 1 7277537227902283
 6818 8 46581079710367
 6834 10 9324867068551
 6834 2 -3602189982903029
 6851 1 -50400542151361
 6864 10 295640306035264
 6890 5 3972699296379
 6910 7 -8145449232769
 6954 15 -398483971085665
 6990 5 -5799866142509
 7014 7 -248006580034933
 7030 10 -3383896961521
 7095 2 -3808839765689
 7102 3 -8560872009361961
 7104 19 27829064804608
 7104 26 -27829064804608
 7104 9 -13254942476800
 7105 3 -8222006486456
 7110 18 -2176620925976433
 7150 17 109723667546375
 7170 12 87176991434759
 7191 9 -354535940442456
 7239 2 69968456267176
 7242 5 -4906505151701
 7248 9 5478762545893952
 7257 11 -908611276274965
 7268 2 2595083102693056
 7293 2 -608762852066537
 7310 5 208382425130907
 7353 11 785891624103
 7359 1 -4855084159418936
 7378 8 -205917200425637
 7410 13 49466539937771
 7440 10 739794589357888
 7464 6 -14944312441216
 7491 4 -36784818215864
 7526 10 -10862487610633
 7526 13 -3964498092225
 7530 9 -1879714018752949
 7590 24 180267694503911 
 7590 4 555413739931
 7590 5 -728544511421
 7626 7 -42769162558313
 7644 4 -307040522622848
 7650 31 -283996282258125
 7650 60 1140321848529375
 7704 17 20203191956494944
 7719 3 -2405262887687672
 7730 5 1176116978367251
 7824 11 -68714179039936
 7854 6 2062048580227
 7872 2 52067543057920
 7872 29 -52067543057920
 7878 3 -7850794016177
 7890 7 -5904621734777
 7898 2 404593593989283
 7910 2 3531794057182006883
 7922 2 -607550454605213
 7950 13 -35821826840125
 7950 18 1060958321439875
 7954 5 65054923534037303
 8008 1 73674947521664
 8010 14 8782410410631
 8025 10 -10920399109075000
 8025 8 -87363192872600
 8055 9 139475308596264
 8118 16 268843194294831
 8142 7 16458427191311
 8162 5 255937778927559
 8190 39 14697126097686999
 8190 42 2779186296951
 8202 7 19090319133311
 8211 7 -16772521232305
 8214 8 -1311333205619825
 8226 7 -310611340389753
 8227 4 -50532813266968
 8244 1 9163990891296
 8255 1 13358557709090927
 8265 3 9283558278824
 8274 13 -3453689695577941
 8274 8 -6437820573829
 8294 1 190328257297907
 8350 3 691677967177241875
 8350 5 5533423737417935
 8374 1 5537494455232771
 8415 2 91604357527203
 8418 8 115647003327743
 8445 2 726083874073439
 8478 6 1847168140383
 8526 18 -1313736902755361
 8526 9 -40615728081229
 8547 7 60055008803432
 8549 1 -203270071337803025
 8550 25 -2152477229625
 8554 3 73792423491515
 8580 1 129695826107008
 8582 3 5123665827979047
 8610 8 3920336242019
 8610 9 98055234380503
 8670 8 246160566914147
 8680 1 11738560938112
 8690 6 -379877544039097
 8710 11 23186766460585599
 8710 13 694674911737639
 8710 7 1670225960411
 8715 4 -102499666613
 8722 10 -3986169599721925
 8734 1 38158434953637299
 8766 17 -6870047318325
 8775 8 -200774962085625
 8778 19 -30303546574321
 8810 3 6384155108903
 8814 1 -67229334559997
 8850 5 -125450433378125
 8866 7 31800325499883
 8869 9 17840054412243
 8880 24 -33988208920768
 8901 5 -965153104390953
 8904 10 -22424735961693568
 8925 15 -431750278639000
 8970 5 -26720886643957
 8974 1  -282255682661
 9024 30 981236505088
 9030 14 -30688805541113
 9030 15 2097029119231999
 9063 4 1377631657224
 9090 23 74838202851087
 9090 25 -1353300361099641
 9162 21 7264749551357077263
 9198 7 6875384153470407
 9205 8 9193529056104
 9210 5 809772261264143
 9222 4 -598773171077
 9240 5 74316694197376
 9240 7 4581433231264
 9246 1 -25482361855013
 9270 12 -48276734177709
 9282 12 -15667405800229
 9282 21 14672838560687
 9285 3 -419611709731256
 9306 12 -232845526199169
 9324 5 1000136171320992
 9350 11 -284554757243125
 9350 6 -158602226591125
 9390 3 17118016536779
 9398 5 -45832407177329
 9416 2 -5349580204210048
 9438 13 6148394489577131
 9450 12 -55460545221285
 9450 16 187179340121836875
